35,35,35,6,35,35,35,35,6,35,35,35,35,35,6,35,35,35,35,6,35,35,35,35,35,6,35,35,35,35,35,54
35,35,35,6,35,35,35,35,6,35,35,35,35,35,6,35,35,35,35,6,35,35,35,35,35,6,35,35,35,35,35,54
11,11,11,6,11,11,11,11,6,11,11,11,11,11,6,11,11,11,11,6,11,11,11,11,11,6,11,11,11,11,11,54
11,11,11,6,11,11,11,11,6,11,11,11,11,11,6,11,11,11,11,6,11,11,11,11,11,6,11,11,11,11,11,54
35,35,35,6,35,35,35,35,6,35,35,35,35,35,6,35,35,35,35,6,35,35,35,35,35,6,35,35,35,35,35,54
35,35,35,6,35,53,53,35,6,35,35,54,54,35,6,35,35,35,35,6,35,54,54,35,35,6,35,35,53,53,35,54
35,35,35,6,35,53,53,35,6,35,35,54,54,35,6,35,35,35,35,6,35,54,54,35,35,6,35,35,53,53,35,54
34,34,34,6,34,53,55,34,6,34,34,54,55,34,6,34,34,34,34,6,34,54,55,34,34,6,34,34,53,55,34,54
35,35,35,35,35,35,35,35,35,35,26,26,26,26,26,26,35,35,35,35,35,35,35,35,35,35,26,26,26,26,26,26
26,35,35,35,35,35,35,35,35,35,35,26,26,26,26,26,26,35,35,35,35,35,35,35,35,35,35,26,26,26,26,26
26,26,35,35,35,35,35,35,35,35,35,35,26,26,26,26,26,26,35,35,35,35,35,35,35,35,35,35,26,26,26,26
26,26,26,35,35,35,35,35,35,35,35,35,35,26,26,26,26,26,26,35,35,35,35,35,35,35,35,35,26,26,26,26
26,26,26,26,35,35,35,35,35,35,35,35,35,35,26,26,26,26,26,26,35,35,35,35,35,35,35,35,35,26,26,26
26,26,26,26,26,35,35,35,35,35,35,35,35,35,35,26,26,26,26,26,26,35,35,35,35,35,35,35,35,35,26,26
26,26,26,26,26,26,35,35,35,35,35,35,35,35,35,35,26,26,26,26,26,26,35,35,35,35,35,35,35,35,35,26
35,26,55,26,26,26,26,35,35,35,35,35,35,35,35,35,35,26,49,50,26,26,26,35,35,35,35,35,35,35,35,35
35,35,55,26,26,26,26,35,35,35,35,35,35,35,35,35,35,35,81,82,26,26,26,26,35,35,35,35,35,35,35,35
35,35,35,26,26,26,26,26,35,35,35,26,26,26,35,35,35,35,35,26,26,26,26,26,26,35,35,26,26,26,35,35
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,41,42,26,26,26,26,26,26,26,26,26,26,26,26,26,26,39,40,26,26,26,26,26,26,26,26,26
26,26,26,26,26,73,74,26,26,26,26,26,26,26,26,26,26,26,26,26,26,71,72,26,26,26,26,26,26,26,26,26
35,35,35,35,35,35,35,35,35,35,35,26,26,26,35,35,35,35,35,35,35,35,35,35,35,35,35,26,26,26,35,35
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
