11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,55,55,35,35,35,35,35,35,35,35,35
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,55,55,35,35,35,35,35,35,35,35,35
0,6,26,26,6,0,0,0,0,0,0,0,6,26,26,6,0,0,0,0,0,0,0,0,6,26,26,6,0,0,0,0
0,0,26,26,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0
0,6,26,26,6,0,0,0,0,0,0,0,6,26,26,6,0,0,0,0,0,0,0,0,0,26,26,6,0,0,0,0
35,35,35,35,35,35,35,35,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,0,0,35,35,35,35,35,35,35
35,35,35,35,35,35,35,35,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,0,0,35,35,35,35,35,35,35
0,0,0,0,0,0,6,26,0,0,0,0,0,0,0,0,0,0,6,26,26,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6,26,26,6,0,0,0,0,0,0,0,0,6,26,26,6,0,0,0,0,0,0,0,0,0,0
35,35,35,35,35,35,35,35,35,35,35,35,35,0,0,35,35,35,35,35,35,35,0,0,35,35,35,35,35,35,35,35
35,35,35,35,35,35,35,35,35,35,35,35,35,0,0,35,35,35,35,35,35,35,0,0,35,35,35,35,35,35,35,35
0,0,6,26,26,6,0,0,0,0,0,6,26,0,0,0,0,0,0,0,0,0,0,0,6,26,26,6,0,0,0,0
0,0,0,26,26,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0
0,0,6,26,26,6,0,0,0,0,0,6,26,26,6,0,0,0,0,0,0,0,0,0,6,26,26,6,0,0,0,0
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,0,0,35
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,0,0,35
0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
