35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
67,67,67,67,67,67,35,35,67,67,67,67,67,67,35,35,35,67,67,67,67,67,35,35,35,35,67,67,67,67,67,35
67,67,67,67,67,67,35,35,35,35,35,35,55,35,35,39,40,35,35,35,35,35,35,35,35,35,67,67,67,67,67,35
35,35,35,35,35,35,35,35,35,35,35,35,55,1,1,1,1,1,1,1,35,35,35,35,35,35,35,35,35,35,35,35
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,45,46,0,0,0,0,65,65,0,0,0,0,0,1,1,1,0,0,0,0,65,65,0,0,0,0,0,0,0,0
0,0,77,78,0,0,0,0,65,65,65,65,65,65,65,1,1,1,65,65,65,65,65,65,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0
0,0,0,0,0,0,65,65,65,0,0,65,65,0,0,0,0,0,0,65,65,0,0,65,65,0,0,0,0,0,0,0
0,0,0,0,0,65,65,65,0,0,0,65,0,0,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0
0,0,0,0,65,65,65,0,0,0,65,65,0,0,65,65,0,65,65,0,0,65,0,0,0,65,65,65,0,0,0,0
0,0,0,0,0,0,0,0,0,65,65,0,0,0,65,0,0,0,65,65,0,0,65,0,49,50,65,65,65,0,0,0
0,0,65,65,65,0,0,0,65,65,41,42,0,65,0,0,0,0,0,65,0,0,65,65,81,82,0,65,65,65,0,0
0,65,65,65,0,0,0,0,65,0,73,74,65,65,0,0,41,42,0,0,65,0,0,65,65,0,0,0,65,65,65,0
65,65,65,0,0,0,0,65,0,0,0,0,65,0,0,0,73,74,0,0,65,65,0,0,65,65,0,0,0,65,65,65
65,65,0,0,0,0,65,65,0,0,0,65,65,0,0,65,65,65,65,0,0,65,0,0,0,65,65,0,0,0,65,65
0,0,0,0,0,0,0,0,0,0,0,65,0,0,65,65,65,65,65,65,0,0,0,0,0,0,65,0,0,0,0,65
0,0,55,65,65,65,0,0,0,0,65,0,0,0,65,65,65,65,65,65,0,0,65,65,0,0,65,65,0,0,0,0
0,0,55,65,0,0,0,0,0,65,65,0,0,0,65,65,65,65,65,65,0,0,0,65,0,0,0,65,65,0,0,0
0,0,65,65,0,0,0,0,65,65,0,0,0,0,65,65,65,65,65,65,0,0,0,65,65,0,0,0,65,65,0,0
0,0,65,0,0,0,0,0,65,0,0,0,0,0,65,65,65,65,65,65,0,0,0,0,65,65,0,0,0,65,65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,0,0,0,65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
