26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
65,65,65,65,26,26,26,65,65,65,65,26,26,26,26,65,65,65,65,26,26,65,65,65,65,26,26,26,26,65,65,65
26,26,26,26,26,26,26,26,26,26,26,26,55,55,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
26,26,26,26,26,26,26,26,26,26,26,26,55,55,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
1,67,67,67,67,1,1,1,1,1,67,67,67,67,67,1,1,1,1,1,1,67,67,67,67,67,1,1,1,1,1,1
67,67,67,67,67,67,1,1,1,67,67,67,67,67,67,67,1,1,1,1,67,67,67,67,67,67,67,1,1,1,1,1
67,67,67,67,67,67,67,1,67,67,67,67,67,67,67,67,67,1,1,67,67,67,67,67,67,67,67,67,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,67,67,67,67,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,67,67,67,67,67,67,67,67,67,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,67,67,67,67,67,67,67,67,67,67,67,67,67,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,67,67,67,67,67,67,1,1,1,1,1,1,1,1,1,1,1,67,67,67,67,67,1,1,1,1,1
1,1,1,67,67,67,67,67,67,67,67,67,67,1,1,1,1,1,1,1,67,67,67,67,67,67,67,67,67,1,1,1
1,1,67,67,67,67,67,67,67,67,67,67,67,67,1,1,1,1,67,67,67,67,67,67,67,67,67,67,67,67,67,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1,1,1,1,1
67,67,67,67,67,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67,67,67,67,1,1
1,1,1,1,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
