0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,51,52,64,64,64,64,64,64,0,0,0,0,0,0,0,0,0
0,0,0,11,11,11,11,11,11,11,64,64,36,36,36,36,36,36,36,36,64,64,64,11,11,11,11,11,11,0,0,0
64,0,57,11,11,11,11,11,11,11,64,36,36,36,36,36,36,36,36,36,36,64,64,11,11,11,11,11,11,57,0,0
64,64,56,11,11,11,11,11,11,11,64,64,64,64,64,64,64,64,64,64,64,64,64,11,11,11,11,11,11,56,64,64
64,64,64,64,64,64,64,64,11,11,64,64,64,64,64,64,64,64,64,64,64,64,64,11,11,64,64,64,64,64,64,64
64,64,64,64,64,64,64,64,11,11,64,64,64,64,47,55,64,64,64,64,64,64,64,11,11,64,64,64,64,64,64,64
64,64,64,64,64,64,64,64,11,11,64,64,64,64,79,55,64,64,64,64,64,64,64,11,11,64,64,64,64,64,64,64
64,64,64,64,64,64,14,11,11,11,11,11,51,52,11,11,11,11,11,11,11,11,11,11,11,15,64,64,64,64,64,64
64,64,64,64,64,14,11,11,43,44,11,11,83,84,11,11,11,11,51,52,11,11,11,11,11,11,15,64,64,64,64,64
64,64,64,64,14,11,11,11,75,76,11,11,11,11,11,11,11,11,83,84,11,11,41,42,11,11,11,15,64,64,64,64
64,64,64,64,11,11,11,11,11,11,11,49,50,11,11,41,42,11,11,49,50,11,73,74,11,11,11,11,64,64,64,64
64,64,64,64,64,11,11,11,49,50,11,81,82,11,11,73,74,11,11,81,82,11,11,11,11,11,11,64,64,0,57,11
64,64,64,64,64,64,11,11,81,82,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,64,64,64,0,56,11
64,64,64,64,64,64,64,11,11,11,11,11,11,11,11,51,52,11,11,11,11,11,11,11,11,0,0,0,0,0,11,11
64,64,64,11,11,11,11,11,11,11,11,11,11,11,11,83,84,11,43,44,11,11,11,11,0,0,0,0,0,0,11,11
0,64,64,11,11,11,11,11,11,11,11,11,41,42,11,11,11,11,75,76,11,11,11,64,64,64,0,64,64,0,11,11
0,57,11,11,11,64,64,64,64,64,11,11,73,74,11,49,50,11,11,11,11,11,64,64,64,64,64,64,64,64,11,11
0,56,11,11,11,64,64,64,64,64,64,11,11,11,11,81,82,11,11,11,11,64,64,64,64,64,64,64,64,64,11,11
0,64,64,64,64,64,64,64,64,64,64,64,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
64,64,64,64,64,64,64,64,64,64,64,64,64,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,64,64,64,64,64,64,64,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,64,64,64,64,64,64,0,0,0,0,0,0
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,64
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0,0,0,64
